Surec1_Onay_Tarihi,K2,K2_TARIH,K4,Surec2_Tarihi,Kalite_Kontrol_Tarihi,MAKINE,Kalite,Surec1_Bitis_Tarihi,Surec1_Baslama_Tarihi,PART_NO,fazK_dk,FazS_dk,FazD_dk,FazB_dk,FazS_Basinci_Mean,FazS_Basinci_Stdev,FazB_Basinci_Max,FazK_Basinci_Last,FazD_Basinci_Last,K17_K16_Mesafe,K16,K18,K17,K19,K20,K21,K22,K23,K24,K23_K24_Mesafe,K25,K26,K26_K25_Mesafe,K27,K28,K29,K30,K31,K32,K33,K34,K35,K36,K37,K38,K39,K40,K41,K42,K43,K44,K45,K46,Surec4_Baslangic,Surec4_Bitis,Surec4_K1,Surec4_K2,Surec4_K3
2021-05-01 03:27:00+03:00,,,,2021-05-02 18:12:00+03:00,2021-05-05 17:20:00+03:00,X,2,2021-05-01 03:19:58.110000+03:00,2021-05-01 02:52:18.761000+03:00,35,8.116515,14.29778167,0.7337183333,2.512546667,13.734,1.445374611,7.2576,5.6,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,,,,,74.2,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,,,,,2021-05-03 21:46:00+03:00,2021-05-04 13:46:00+03:00,23.8,1709.4,1712.2
2021-05-01 03:27:00+03:00,,,,2021-05-02 18:14:00+03:00,2021-05-05 17:21:00+03:00,X,2,2021-05-01 03:19:58.110000+03:00,2021-05-01 02:52:18.761000+03:00,35,8.116515,14.29778167,0.7337183333,2.512546667,13.734,1.445374611,7.2576,5.6,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,,,,,74.2,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,,,,,2021-05-03 21:47:30+03:00,2021-05-04 13:47:30+03:00,23.8,1709.4,1712.2
2021-05-01 03:58:00+03:00,,,,2021-05-02 18:10:00+03:00,2021-05-04 15:48:00+03:00,X,11,2021-05-01 03:19:58.110000+03:00,2021-05-01 02:52:18.761000+03:00,35,8.116515,14.29778167,0.7337183333,2.512546667,13.734,1.445374611,7.2576,5.6,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,,,,,74.2,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,,,,,2021-05-03 08:59:00+03:00,2021-05-04 00:59:00+03:00,23.8,1709.4,1712.2
2021-05-01 03:58:00+03:00,,,,2021-05-02 18:11:00+03:00,2021-05-04 15:45:00+03:00,X,10,2021-05-01 03:19:58.110000+03:00,2021-05-01 02:52:18.761000+03:00,35,8.116515,14.29778167,0.7337183333,2.512546667,13.734,1.445374611,7.2576,5.6,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,,,,,74.2,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,,,,,2021-05-03 08:58:00+03:00,2021-05-04 00:58:00+03:00,23.8,1709.4,1712.2
2021-05-01 03:59:00+03:00,,,,2021-05-03 16:53:00+03:00,2021-05-04 15:02:00+03:00,Y,2,2021-05-01 03:19:58.110000+03:00,2021-05-01 02:52:18.761000+03:00,35,8.116515,14.29778167,0.7337183333,2.512546667,13.734,1.445374611,7.2576,5.6,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-03 19:57:30+03:00,2021-05-04 11:57:30+03:00,23.8,1710.8,1709.4
2021-05-01 05:05:00+03:00,,,,2021-05-03 21:44:00+03:00,2021-05-04 19:46:00+03:00,Y,10,2021-05-01 04:42:55.822000+03:00,2021-05-01 04:14:57.588000+03:00,37,8.47341,14.28834,0.7336816667,2.512968333,13.328,1.911861418,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-04 00:45:00+03:00,2021-05-04 16:45:00+03:00,23.8,1712.2,1709.4
2021-05-01 05:05:00+03:00,,,,2021-05-03 17:01:00+03:00,2021-05-05 01:18:00+03:00,X,2,2021-05-01 04:42:55.822000+03:00,2021-05-01 04:14:57.588000+03:00,37,8.47341,14.28834,0.7336816667,2.512968333,13.328,1.911861418,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-04 01:09:30+03:00,2021-05-04 17:09:30+03:00,23.8,1712.2,1708
2021-05-01 05:38:00+03:00,,,,2021-05-03 22:01:00+03:00,2021-05-11 22:31:00+03:00,Y,2,2021-05-01 05:16:56.865000+03:00,2021-05-01 04:48:46.003000+03:00,38,8.685856667,14.30689333,0.733755,2.512876667,13.594,1.610391006,6.846,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-07 14:16:00+03:00,2021-05-08 06:16:00+03:00,23.8,1712.2,1712.2
2021-05-01 05:38:00+03:00,,,,2021-05-03 13:15:00+03:00,2021-05-06 01:51:00+03:00,Y,2,2021-05-01 05:16:56.865000+03:00,2021-05-01 04:48:46.003000+03:00,38,8.685856667,14.30689333,0.733755,2.512876667,13.594,1.610391006,6.846,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-04 11:33:00+03:00,2021-05-05 03:33:00+03:00,23.8,1712.2,1709.4
2021-05-01 06:14:00+03:00,,,,2021-05-03 22:10:00+03:00,2021-05-11 22:59:00+03:00,X,10,2021-05-01 05:49:50.379000+03:00,2021-05-01 05:22:15.549000+03:00,39,8.21722,14.28854167,0.733645,2.512803333,13.125,2.027741375,7.2576,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-07 14:34:30+03:00,2021-05-08 06:34:30+03:00,23.8,1706.6,1709.4
2021-05-01 06:14:00+03:00,,,,2021-05-03 22:11:00+03:00,2021-05-04 21:44:00+03:00,X,2,2021-05-01 05:49:50.379000+03:00,2021-05-01 05:22:15.549000+03:00,39,8.21722,14.28854167,0.733645,2.512803333,13.125,2.027741375,7.2576,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-04 01:57:30+03:00,2021-05-04 17:57:30+03:00,23.8,1712.2,1708
2021-05-01 06:14:00+03:00,,,,2021-05-03 22:06:00+03:00,2021-05-11 22:54:00+03:00,X,10,2021-05-01 05:49:50.379000+03:00,2021-05-01 05:22:15.549000+03:00,39,8.21722,14.28854167,0.733645,2.512803333,13.125,2.027741375,7.2576,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-07 14:30:00+03:00,2021-05-08 06:30:00+03:00,23.8,1706.6,1709.4
2021-05-01 06:14:00+03:00,,,,2021-05-03 21:59:00+03:00,2021-05-04 19:57:00+03:00,Y,10,2021-05-01 05:49:50.379000+03:00,2021-05-01 05:22:15.549000+03:00,39,8.21722,14.28854167,0.733645,2.512803333,13.125,2.027741375,7.2576,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-04 00:58:00+03:00,2021-05-04 16:58:00+03:00,23.8,1712.2,1709.4
2021-05-01 06:14:00+03:00,,,,2021-05-03 21:58:00+03:00,2021-05-04 19:56:00+03:00,Y,2,2021-05-01 05:49:50.379000+03:00,2021-05-01 05:22:15.549000+03:00,39,8.21722,14.28854167,0.733645,2.512803333,13.125,2.027741375,7.2576,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-04 00:57:00+03:00,2021-05-04 16:57:00+03:00,23.8,1712.2,1709.4
2021-05-01 06:14:00+03:00,,,,2021-05-03 22:07:00+03:00,2021-05-11 22:58:00+03:00,X,2,2021-05-01 05:49:50.379000+03:00,2021-05-01 05:22:15.549000+03:00,39,8.21722,14.28854167,0.733645,2.512803333,13.125,2.027741375,7.2576,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-07 14:32:30+03:00,2021-05-08 06:32:30+03:00,23.8,1706.6,1709.4
2021-05-01 06:44:00+03:00,,,,2021-05-03 21:57:00+03:00,2021-05-04 20:02:00+03:00,X,2,2021-05-01 06:23:39.351000+03:00,2021-05-01 05:55:52.072000+03:00,40,8.290938333,14.28029167,0.7337,2.51284,13.342,1.909304109,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-04 00:59:30+03:00,2021-05-04 16:59:30+03:00,23.8,1712.2,1708
2021-05-01 07:25:00+03:00,,,,2021-05-03 16:50:00+03:00,2021-05-04 15:03:00+03:00,Y,2,2021-05-01 06:23:39.351000+03:00,2021-05-01 05:55:52.072000+03:00,40,8.290938333,14.28029167,0.7337,2.51284,13.342,1.909304109,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-03 19:56:30+03:00,2021-05-04 11:56:30+03:00,23.8,1710.8,1709.4
2021-05-01 07:25:00+03:00,,,,2021-05-03 16:49:00+03:00,2021-05-04 14:44:00+03:00,X,2,2021-05-01 06:23:39.351000+03:00,2021-05-01 05:55:52.072000+03:00,40,8.290938333,14.28029167,0.7337,2.51284,13.342,1.909304109,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-03 19:46:30+03:00,2021-05-04 11:46:30+03:00,23.8,1709.4,1712.2
2021-05-01 07:33:00+03:00,,,,2021-05-02 15:21:00+03:00,2021-05-03 12:14:00+03:00,X,2,2021-05-01 06:23:39.351000+03:00,2021-05-01 05:55:52.072000+03:00,40,8.290938333,14.28029167,0.7337,2.51284,13.342,1.909304109,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,,,,,74.2,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,,,,,2021-05-02 17:47:30+03:00,2021-05-03 09:47:30+03:00,23.8,1712.2,1712.2
2021-05-01 07:33:00+03:00,,,,2021-05-02 15:33:00+03:00,2021-05-05 17:23:00+03:00,X,2,2021-05-01 06:23:39.351000+03:00,2021-05-01 05:55:52.072000+03:00,40,8.290938333,14.28029167,0.7337,2.51284,13.342,1.909304109,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,,,,,74.2,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,,,,,2021-05-03 20:28:00+03:00,2021-05-04 12:28:00+03:00,23.8,1709.4,1712.2
2021-05-01 09:45:00+03:00,,,,2021-05-03 13:46:00+03:00,2021-05-04 11:52:00+03:00,Y,2,2021-05-01 09:05:10.320000+03:00,2021-05-01 08:39:10.607000+03:00,43,6.831935,14.30614167,0.7336633333,2.476595,12.866,2.327024015,7.2576,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-03 16:49:00+03:00,2021-05-04 08:49:00+03:00,23.8,1710.8,1709.4
2021-05-01 11:22:00+03:00,,,,2021-05-03 11:24:00+03:00,2021-05-04 13:52:00+03:00,Y,2,2021-05-01 10:49:09.776000+03:00,2021-05-01 10:20:50.916000+03:00,46,8.886533333,14.28874333,0.7337733333,2.476246667,13.594,1.713051649,6.846,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-03 16:38:00+03:00,2021-05-04 08:38:00+03:00,23.8,1710.8,1709.4
2021-05-01 11:23:00+03:00,,,,2021-05-03 11:39:00+03:00,2021-05-04 15:43:00+03:00,Y,2,2021-05-01 10:49:09.776000+03:00,2021-05-01 10:20:50.916000+03:00,46,8.886533333,14.28874333,0.7337733333,2.476246667,13.594,1.713051649,6.846,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-03 17:41:00+03:00,2021-05-04 09:41:00+03:00,23.8,1710.8,1709.4
2021-05-01 11:35:00+03:00,,,,2021-05-02 15:20:00+03:00,2021-05-03 12:18:00+03:00,X,10,2021-05-01 11:22:57.651000+03:00,2021-05-01 10:54:51.423000+03:00,47,8.648236667,14.29692,0.73359,2.476356667,12.922,2.214323981,7.4648,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,,,,,74.2,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,,,,,2021-05-02 17:49:00+03:00,2021-05-03 09:49:00+03:00,23.8,1712.2,1712.2
2021-05-01 11:36:00+03:00,,,,2021-05-02 15:24:00+03:00,2021-05-03 12:05:00+03:00,Y,2,2021-05-01 11:22:57.651000+03:00,2021-05-01 10:54:51.423000+03:00,47,8.648236667,14.29692,0.73359,2.476356667,12.922,2.214323981,7.4648,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,,,,,82.6,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,,,,,2021-05-02 17:44:30+03:00,2021-05-03 09:44:30+03:00,23.8,1712.2,1709.4
2021-05-01 11:36:00+03:00,,,,2021-05-02 15:22:00+03:00,2021-05-03 12:03:00+03:00,Y,2,2021-05-01 11:22:57.651000+03:00,2021-05-01 10:54:51.423000+03:00,47,8.648236667,14.29692,0.73359,2.476356667,12.922,2.214323981,7.4648,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,,,,,82.6,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,,,,,2021-05-02 17:42:30+03:00,2021-05-03 09:42:30+03:00,23.8,1712.2,1709.4
2021-05-01 11:54:00+03:00,,,,2021-05-03 11:49:00+03:00,2021-05-04 14:50:00+03:00,Y,2,2021-05-01 11:22:57.651000+03:00,2021-05-01 10:54:51.423000+03:00,47,8.648236667,14.29692,0.73359,2.476356667,12.922,2.214323981,7.4648,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-03 17:19:30+03:00,2021-05-04 09:19:30+03:00,23.8,1710.8,1709.4
2021-05-01 11:54:00+03:00,,,,2021-05-03 11:46:00+03:00,2021-05-04 13:49:00+03:00,X,2,2021-05-01 11:22:57.651000+03:00,2021-05-01 10:54:51.423000+03:00,47,8.648236667,14.29692,0.73359,2.476356667,12.922,2.214323981,7.4648,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-03 16:47:30+03:00,2021-05-04 08:47:30+03:00,23.8,1709.4,1712.2
2021-05-01 11:54:00+03:00,,,,2021-05-03 11:40:00+03:00,2021-05-04 14:58:00+03:00,Y,10,2021-05-01 11:22:57.651000+03:00,2021-05-01 10:54:51.423000+03:00,47,8.648236667,14.29692,0.73359,2.476356667,12.922,2.214323981,7.4648,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-03 17:19:00+03:00,2021-05-04 09:19:00+03:00,23.8,1710.8,1709.4
2021-05-01 11:54:00+03:00,,,,2021-05-03 11:24:00+03:00,2021-05-05 17:59:00+03:00,Y,2,2021-05-01 11:22:57.651000+03:00,2021-05-01 10:54:51.423000+03:00,47,8.648236667,14.29692,0.73359,2.476356667,12.922,2.214323981,7.4648,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-04 06:41:30+03:00,2021-05-04 22:41:30+03:00,23.8,1712.2,1709.4
2021-05-01 12:24:00+03:00,,,,2021-05-03 11:45:00+03:00,2021-05-04 13:49:00+03:00,X,2,2021-05-01 11:55:30.650000+03:00,2021-05-01 11:27:43.808000+03:00,48,8.290296667,14.29765333,0.73381,2.476265,13.286,1.779178354,7.2576,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-03 16:47:00+03:00,2021-05-04 08:47:00+03:00,23.8,1709.4,1712.2
2021-05-01 12:24:00+03:00,,,,2021-05-03 11:48:00+03:00,2021-05-04 14:52:00+03:00,Y,2,2021-05-01 11:55:30.650000+03:00,2021-05-01 11:27:43.808000+03:00,48,8.290296667,14.29765333,0.73381,2.476265,13.286,1.779178354,7.2576,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-03 17:20:00+03:00,2021-05-04 09:20:00+03:00,23.8,1710.8,1709.4
2021-05-01 12:24:00+03:00,,,,2021-05-03 12:04:00+03:00,2021-05-06 00:25:00+03:00,Y,2,2021-05-01 11:55:30.650000+03:00,2021-05-01 11:27:43.808000+03:00,48,8.290296667,14.29765333,0.73381,2.476265,13.286,1.779178354,7.2576,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-04 10:14:30+03:00,2021-05-05 02:14:30+03:00,23.8,1712.2,1709.4
2021-05-01 12:24:00+03:00,,,,2021-05-03 11:43:00+03:00,2021-05-04 15:00:00+03:00,Y,2,2021-05-01 11:55:30.650000+03:00,2021-05-01 11:27:43.808000+03:00,48,8.290296667,14.29765333,0.73381,2.476265,13.286,1.779178354,7.2576,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-03 17:21:30+03:00,2021-05-04 09:21:30+03:00,23.8,1710.8,1709.4
2021-05-01 12:24:00+03:00,,,,2021-05-03 11:50:00+03:00,2021-05-04 14:49:00+03:00,Y,10,2021-05-01 11:55:30.650000+03:00,2021-05-01 11:27:43.808000+03:00,48,8.290296667,14.29765333,0.73381,2.476265,13.286,1.779178354,7.2576,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-03 17:19:30+03:00,2021-05-04 09:19:30+03:00,23.8,1710.8,1709.4
2021-05-01 12:24:00+03:00,,,,2021-05-03 11:42:00+03:00,2021-05-04 15:03:00+03:00,Y,2,2021-05-01 11:55:30.650000+03:00,2021-05-01 11:27:43.808000+03:00,48,8.290296667,14.29765333,0.73381,2.476265,13.286,1.779178354,7.2576,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-03 17:22:30+03:00,2021-05-04 09:22:30+03:00,23.8,1710.8,1709.4
2021-05-01 12:41:00+03:00,,,,2021-05-03 21:10:00+03:00,2021-05-04 19:23:00+03:00,Y,2,2021-05-01 12:27:58.657000+03:00,2021-05-01 12:00:07.284000+03:00,49,8.373401667,14.28870667,0.7336266667,2.475751667,13.706,1.458355344,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-04 00:16:30+03:00,2021-05-04 16:16:30+03:00,23.8,1712.2,1709.4
2021-05-01 12:41:00+03:00,,,,2021-05-03 21:12:00+03:00,2021-05-04 19:23:00+03:00,Y,2,2021-05-01 12:27:58.657000+03:00,2021-05-01 12:00:07.284000+03:00,49,8.373401667,14.28870667,0.7336266667,2.475751667,13.706,1.458355344,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-04 00:17:30+03:00,2021-05-04 16:17:30+03:00,23.8,1712.2,1709.4
2021-05-01 12:57:00+03:00,,,,2021-05-03 12:15:00+03:00,2021-05-04 13:47:00+03:00,X,2,2021-05-01 12:27:58.657000+03:00,2021-05-01 12:00:07.284000+03:00,49,8.373401667,14.28870667,0.7336266667,2.475751667,13.706,1.458355344,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-03 17:01:00+03:00,2021-05-04 09:01:00+03:00,23.8,1709.4,1712.2
2021-05-01 12:57:00+03:00,,,,2021-05-03 12:14:00+03:00,2021-05-04 13:47:00+03:00,X,10,2021-05-01 12:27:58.657000+03:00,2021-05-01 12:00:07.284000+03:00,49,8.373401667,14.28870667,0.7336266667,2.475751667,13.706,1.458355344,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-03 17:00:30+03:00,2021-05-04 09:00:30+03:00,23.8,1709.4,1712.2
2021-05-01 12:57:00+03:00,,,,2021-05-03 12:13:00+03:00,2021-05-06 00:28:00+03:00,Y,2,2021-05-01 12:27:58.657000+03:00,2021-05-01 12:00:07.284000+03:00,49,8.373401667,14.28870667,0.7336266667,2.475751667,13.706,1.458355344,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,72.8,320.6,259,249.2,0.266,0.308,3.402,12.124,15.526,63,2210.6,413,89.6,35,2021-05-04 10:20:30+03:00,2021-05-05 02:20:30+03:00,23.8,1712.2,1709.4
2021-05-01 12:57:00+03:00,,,,2021-05-03 12:07:00+03:00,2021-05-05 18:31:00+03:00,X,2,2021-05-01 12:27:58.657000+03:00,2021-05-01 12:00:07.284000+03:00,49,8.373401667,14.28870667,0.7336266667,2.475751667,13.706,1.458355344,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-04 07:19:00+03:00,2021-05-04 23:19:00+03:00,23.8,1712.2,1708
2021-05-01 13:31:00+03:00,,,,2021-05-03 12:08:00+03:00,2021-05-05 18:29:00+03:00,X,2,2021-05-01 13:00:27.571000+03:00,2021-05-01 12:32:37.820000+03:00,50,8.354518333,14.28793667,0.7337366667,2.476045,13.272,1.946633278,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-04 07:18:30+03:00,2021-05-04 23:18:30+03:00,23.8,1712.2,1708
2021-05-01 13:31:00+03:00,,,,2021-05-03 11:52:00+03:00,2021-05-04 12:57:00+03:00,X,2,2021-05-01 13:00:27.571000+03:00,2021-05-01 12:32:37.820000+03:00,50,8.354518333,14.28793667,0.7337366667,2.476045,13.272,1.946633278,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-03 16:24:30+03:00,2021-05-04 08:24:30+03:00,23.8,1709.4,1712.2
2021-05-01 13:32:00+03:00,,,,2021-05-03 11:52:00+03:00,2021-05-04 14:59:00+03:00,X,2,2021-05-01 13:00:27.571000+03:00,2021-05-01 12:32:37.820000+03:00,50,8.354518333,14.28793667,0.7337366667,2.476045,13.272,1.946633278,7.049,5.81,0,,,,,,2531.2,40.6,945,427,267.4,159.6,99.4,197.4,69.51,12.18,32.494,2413.6,119,78.4,33.6,77,322,266,249.2,0.238,0.322,3.346,12.152,15.498,60.2,2210.6,413,89.6,35,2021-05-03 17:25:30+03:00,2021-05-04 09:25:30+03:00,23.8,1709.4,1712.2
