Surec1_Onay_Tarihi,K2,K2_TARIH,K4,Surec2_Tarihi,Kalite_Kontrol_Tarihi,MAKINE,Kalite,Surec1_Bitis_Tarihi,Surec1_Baslama_Tarihi,PART_NO,fazK_dk,FazS_dk,FazD_dk,FazB_dk,FazS_Basinci_Mean,FazS_Basinci_Stdev,FazB_Basinci_Max,FazK_Basinci_Last,FazD_Basinci_Last,K17_K16_Mesafe,K16,K18,K17,K19,K20,K21,K22,K23,K24,K23_K24_Mesafe,K25,K26,K26_K25_Mesafe,K27,K28,K29,K30,K31,K32,K33,K34,K35,K36,K37,K38,K39,K40,K41,K42,K43,K44,K45,K46,Surec4_Baslangic,Surec4_Bitis,Surec4_K1,Surec4_K2,Surec4_K3
2021-07-08 22:44:00+03:00,,,,2021-07-11 11:57:00+03:00,2021-07-12 15:42:00+03:00,X,2,2021-07-08 22:26:54.007000+03:00,2021-07-08 21:59:53.696000+03:00,2233,8.251265,13.75232833,1.192583333,2.291941667,13.832,0.9155978914,6.0158,3.5252,0,26.6,107.8,15.4,81.2,49.84,2524.2,42,875,422.8,282.8,140,106.4,187.6,60.592,11.9,39.97,,,,,70,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,,,,,2021-07-11 17:49:30+03:00,2021-07-12 09:49:30+03:00,23.8,1702.4,1702.4
2021-07-09 01:18:00+03:00,,,,2021-07-10 17:25:00+03:00,2021-07-12 16:25:00+03:00,X,2,2021-07-09 01:11:05.893000+03:00,2021-07-09 00:43:35.549000+03:00,2234,8.251906667,13.75278667,1.191868333,2.200513333,12.775,3.091624901,6.846,2.282,0.20748,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2419.2,77,103.6,37.8,70,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2217.6,413,99.4,36.4,2021-07-11 08:55:00+03:00,2021-07-12 00:55:00+03:00,23.8,1702.4,1702.4
2021-07-09 01:18:00+03:00,,,,2021-07-10 17:39:00+03:00,2021-07-12 16:04:00+03:00,Y,2,2021-07-09 01:11:05.893000+03:00,2021-07-09 00:43:35.549000+03:00,2234,8.251906667,13.75278667,1.191868333,2.200513333,12.775,3.091624901,6.846,2.282,0.20748,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2419.2,77,103.6,37.8,65.8,317.8,261.8,243.6,0.252,0.322,3.696,11.788,15.484,64.4,2217.6,413,99.4,36.4,2021-07-11 08:51:30+03:00,2021-07-12 00:51:30+03:00,23.8,1701,1703.8
2021-07-09 01:18:00+03:00,,,,2021-07-10 17:38:00+03:00,2021-07-13 18:08:00+03:00,X,10,2021-07-09 01:11:05.893000+03:00,2021-07-09 00:43:35.549000+03:00,2234,8.251906667,13.75278667,1.191868333,2.200513333,12.775,3.091624901,6.846,2.282,0.20748,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2419.2,77,103.6,37.8,70,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2217.6,413,99.4,36.4,2021-07-11 21:53:00+03:00,2021-07-12 13:53:00+03:00,23.8,1702.4,1702.4
2021-07-09 04:44:00+03:00,,,,2021-07-13 15:41:00+03:00,2021-07-16 02:26:00+03:00,X,10,2021-07-09 04:16:52.953000+03:00,2021-07-09 03:50:07.695000+03:00,2238,8.159726667,13.75216333,1.191758333,2.29196,14.07,0.3946300928,6.846,4.977,0.20748,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-14 13:03:30+03:00,2021-07-15 05:03:30+03:00,23.8,1703.8,1705.2
2021-07-09 04:44:00+03:00,,,,2021-07-13 15:32:00+03:00,2021-07-14 13:29:00+03:00,X,2,2021-07-09 04:16:52.953000+03:00,2021-07-09 03:50:07.695000+03:00,2238,8.159726667,13.75216333,1.191758333,2.29196,14.07,0.3946300928,6.846,4.977,0.20748,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-13 18:30:30+03:00,2021-07-14 10:30:30+03:00,23.8,1702.4,1703.8
2021-07-09 04:44:00+03:00,,,,2021-07-13 15:28:00+03:00,2021-07-14 13:28:00+03:00,X,11,2021-07-09 04:16:52.953000+03:00,2021-07-09 03:50:07.695000+03:00,2238,8.159726667,13.75216333,1.191758333,2.29196,14.07,0.3946300928,6.846,4.977,0.20748,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-13 18:28:00+03:00,2021-07-14 10:28:00+03:00,23.8,1702.4,1703.8
2021-07-09 04:44:00+03:00,,,,2021-07-13 15:30:00+03:00,2021-07-14 13:28:00+03:00,X,2,2021-07-09 04:16:52.953000+03:00,2021-07-09 03:50:07.695000+03:00,2238,8.159726667,13.75216333,1.191758333,2.29196,14.07,0.3946300928,6.846,4.977,0.20748,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-13 18:29:00+03:00,2021-07-14 10:29:00+03:00,23.8,1702.4,1703.8
2021-07-09 05:29:00+03:00,,,,2021-07-13 15:41:00+03:00,2021-07-16 01:46:00+03:00,X,2,2021-07-09 05:21:28.677000+03:00,2021-07-09 04:54:18.367000+03:00,2240,8.618225,13.75278667,1.19174,2.292088333,14.182,0.4440308448,6.6388,4.3554,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-14 12:43:30+03:00,2021-07-15 04:43:30+03:00,23.8,1703.8,1705.2
2021-07-09 05:29:00+03:00,,,,2021-07-13 15:41:00+03:00,2021-07-14 13:26:00+03:00,X,2,2021-07-09 05:21:28.677000+03:00,2021-07-09 04:54:18.367000+03:00,2240,8.618225,13.75278667,1.19174,2.292088333,14.182,0.4440308448,6.6388,4.3554,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-13 18:33:30+03:00,2021-07-14 10:33:30+03:00,23.8,1702.4,1703.8
2021-07-09 05:29:00+03:00,,,,2021-07-13 15:39:00+03:00,2021-07-25 16:05:00+03:00,Y,10,2021-07-09 05:21:28.677000+03:00,2021-07-09 04:54:18.367000+03:00,2240,8.618225,13.75278667,1.19174,2.292088333,14.182,0.4440308448,6.6388,4.3554,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,65.8,317.8,261.8,243.6,0.252,0.322,3.696,11.788,15.484,64.4,2181.2,462,126,35,2021-07-19 07:52:00+03:00,2021-07-19 23:52:00+03:00,26.6,1703.8,1706.6
2021-07-09 05:29:00+03:00,,,,2021-07-13 15:41:00+03:00,2021-07-25 16:03:00+03:00,X,10,2021-07-09 05:21:28.677000+03:00,2021-07-09 04:54:18.367000+03:00,2240,8.618225,13.75278667,1.19174,2.292088333,14.182,0.4440308448,6.6388,4.3554,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-19 07:52:00+03:00,2021-07-19 23:52:00+03:00,26.6,1709.4,1708
2021-07-09 05:29:00+03:00,,,,2021-07-13 15:41:00+03:00,2021-07-25 16:04:00+03:00,X,2,2021-07-09 05:21:28.677000+03:00,2021-07-09 04:54:18.367000+03:00,2240,8.618225,13.75278667,1.19174,2.292088333,14.182,0.4440308448,6.6388,4.3554,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-19 07:52:30+03:00,2021-07-19 23:52:30+03:00,26.6,1709.4,1708
2021-07-09 05:29:00+03:00,,,,2021-07-13 15:41:00+03:00,2021-07-25 16:56:00+03:00,X,10,2021-07-09 05:21:28.677000+03:00,2021-07-09 04:54:18.367000+03:00,2240,8.618225,13.75278667,1.19174,2.292088333,14.182,0.4440308448,6.6388,4.3554,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-19 08:18:30+03:00,2021-07-20 00:18:30+03:00,26.6,1709.4,1708
2021-07-09 06:06:00+03:00,,,,2021-07-13 15:34:00+03:00,2021-07-14 13:04:00+03:00,X,10,2021-07-09 05:52:59.022000+03:00,2021-07-09 05:26:03.727000+03:00,2241,8.251136667,13.75264,1.19196,2.292216667,14.042,0.5675718968,6.846,4.564,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-13 18:19:00+03:00,2021-07-14 10:19:00+03:00,23.8,1702.4,1703.8
2021-07-09 06:06:00+03:00,,,,2021-07-13 15:35:00+03:00,2021-07-14 13:05:00+03:00,X,10,2021-07-09 05:52:59.022000+03:00,2021-07-09 05:26:03.727000+03:00,2241,8.251136667,13.75264,1.19196,2.292216667,14.042,0.5675718968,6.846,4.564,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-13 18:20:00+03:00,2021-07-14 10:20:00+03:00,23.8,1702.4,1703.8
2021-07-09 06:06:00+03:00,,,,2021-07-13 15:36:00+03:00,2021-07-25 17:00:00+03:00,X,2,2021-07-09 05:52:59.022000+03:00,2021-07-09 05:26:03.727000+03:00,2241,8.251136667,13.75264,1.19196,2.292216667,14.042,0.5675718968,6.846,4.564,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-19 08:18:00+03:00,2021-07-20 00:18:00+03:00,26.6,1709.4,1708
2021-07-09 06:06:00+03:00,,,,2021-07-13 15:41:00+03:00,2021-07-16 02:22:00+03:00,X,2,2021-07-09 05:52:59.022000+03:00,2021-07-09 05:26:03.727000+03:00,2241,8.251136667,13.75264,1.19196,2.292216667,14.042,0.5675718968,6.846,4.564,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-14 13:01:30+03:00,2021-07-15 05:01:30+03:00,23.8,1703.8,1705.2
2021-07-09 07:14:00+03:00,,,,2021-07-13 17:41:00+03:00,2021-07-14 17:31:00+03:00,Y,2,2021-07-09 06:26:34.388000+03:00,2021-07-09 05:59:49.104000+03:00,2242,8.15969,13.66082667,1.191996667,2.291978333,14.175,0.3344562791,7.049,5.6,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,65.8,317.8,261.8,243.6,0.252,0.322,3.696,11.788,15.484,64.4,2181.2,462,126,35,2021-07-13 21:36:00+03:00,2021-07-14 13:36:00+03:00,23.8,1701,1703.8
2021-07-09 07:14:00+03:00,,,,2021-07-13 17:42:00+03:00,2021-07-14 17:31:00+03:00,Y,2,2021-07-09 06:26:34.388000+03:00,2021-07-09 05:59:49.104000+03:00,2242,8.15969,13.66082667,1.191996667,2.291978333,14.175,0.3344562791,7.049,5.6,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,65.8,317.8,261.8,243.6,0.252,0.322,3.696,11.788,15.484,64.4,2181.2,462,126,35,2021-07-13 21:36:30+03:00,2021-07-14 13:36:30+03:00,23.8,1701,1703.8
2021-07-09 07:14:00+03:00,,,,2021-07-13 17:39:00+03:00,2021-07-14 16:14:00+03:00,X,2,2021-07-09 06:26:34.388000+03:00,2021-07-09 05:59:49.104000+03:00,2242,8.15969,13.66082667,1.191996667,2.291978333,14.175,0.3344562791,7.049,5.6,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-13 20:56:30+03:00,2021-07-14 12:56:30+03:00,23.8,1702.4,1703.8
2021-07-09 08:13:00+03:00,,,,2021-07-13 18:00:00+03:00,2021-07-25 16:12:00+03:00,X,10,2021-07-09 08:01:10.396000+03:00,2021-07-09 07:34:10.109000+03:00,2243,8.068335,13.75253,1.191923333,2.291941667,13.923,0.7681987988,7.2576,3.7324,0.20748,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-19 09:06:00+03:00,2021-07-20 01:06:00+03:00,26.6,1709.4,1708
2021-07-09 08:13:00+03:00,,,,2021-07-13 14:59:00+03:00,2021-07-14 11:47:00+03:00,X,2,2021-07-09 08:01:10.396000+03:00,2021-07-09 07:34:10.109000+03:00,2243,8.068335,13.75253,1.191923333,2.291941667,13.923,0.7681987988,7.2576,3.7324,0.20748,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-13 17:23:00+03:00,2021-07-14 09:23:00+03:00,23.8,1702.4,1703.8
2021-07-09 08:45:00+03:00,,,,2021-07-13 15:15:00+03:00,2021-07-14 13:04:00+03:00,X,10,2021-07-09 08:36:40.776000+03:00,2021-07-09 08:09:40.485000+03:00,2244,8.068005,13.66077167,1.191831667,2.292216667,13.9776,0.6176172027,6.6388,3.9396,0.20748,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-13 18:09:30+03:00,2021-07-14 10:09:30+03:00,23.8,1702.4,1703.8
2021-07-09 08:45:00+03:00,,,,2021-07-13 15:13:00+03:00,2021-07-14 13:30:00+03:00,X,2,2021-07-09 08:36:40.776000+03:00,2021-07-09 08:09:40.485000+03:00,2244,8.068005,13.66077167,1.191831667,2.292216667,13.9776,0.6176172027,6.6388,3.9396,0.20748,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-13 18:21:30+03:00,2021-07-14 10:21:30+03:00,23.8,1702.4,1703.8
2021-07-09 08:45:00+03:00,,,,2021-07-13 15:01:00+03:00,2021-07-14 11:51:00+03:00,X,2,2021-07-09 08:36:40.776000+03:00,2021-07-09 08:09:40.485000+03:00,2244,8.068005,13.66077167,1.191831667,2.292216667,13.9776,0.6176172027,6.6388,3.9396,0.20748,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-13 17:26:00+03:00,2021-07-14 09:26:00+03:00,23.8,1702.4,1703.8
2021-07-09 08:45:00+03:00,,,,2021-07-13 15:16:00+03:00,2021-07-14 13:06:00+03:00,Y,10,2021-07-09 08:36:40.776000+03:00,2021-07-09 08:09:40.485000+03:00,2244,8.068005,13.66077167,1.191831667,2.292216667,13.9776,0.6176172027,6.6388,3.9396,0.20748,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,65.8,317.8,261.8,243.6,0.252,0.322,3.696,11.788,15.484,64.4,2181.2,462,126,35,2021-07-13 18:11:00+03:00,2021-07-14 10:11:00+03:00,23.8,1701,1703.8
2021-07-09 09:21:00+03:00,,,,2021-07-13 15:18:00+03:00,2021-07-14 13:12:00+03:00,X,10,2021-07-09 09:09:31.127000+03:00,2021-07-09 08:42:25.834000+03:00,2245,8.159726667,13.75249333,1.19185,2.292088333,13.776,1.375548566,6.6388,2.6964,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-13 18:15:00+03:00,2021-07-14 10:15:00+03:00,23.8,1702.4,1703.8
2021-07-09 09:21:00+03:00,,,,2021-07-13 14:58:00+03:00,2021-07-14 11:48:00+03:00,X,2,2021-07-09 09:09:31.127000+03:00,2021-07-09 08:42:25.834000+03:00,2245,8.159726667,13.75249333,1.19185,2.292088333,13.776,1.375548566,6.6388,2.6964,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-13 17:23:00+03:00,2021-07-14 09:23:00+03:00,23.8,1702.4,1703.8
2021-07-09 09:21:00+03:00,,,,2021-07-13 15:19:00+03:00,2021-07-14 13:10:00+03:00,X,10,2021-07-09 09:09:31.127000+03:00,2021-07-09 08:42:25.834000+03:00,2245,8.159726667,13.75249333,1.19185,2.292088333,13.776,1.375548566,6.6388,2.6964,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2181.2,462,126,35,2021-07-13 18:14:30+03:00,2021-07-14 10:14:30+03:00,23.8,1702.4,1703.8
2021-07-09 10:14:00+03:00,,,,2021-07-13 15:07:00+03:00,2021-07-14 13:45:00+03:00,Y,2,2021-07-09 09:42:41.513000+03:00,2021-07-09 09:15:31.201000+03:00,2246,8.159855,13.75249333,1.191978333,2.200311667,14.07,0.3946300928,7.049,4.564,0.20748,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2412.2,63,100.8,36.4,65.8,317.8,261.8,243.6,0.252,0.322,3.696,11.788,15.484,64.4,2181.2,462,126,35,2021-07-13 18:26:00+03:00,2021-07-14 10:26:00+03:00,23.8,1701,1703.8
2021-07-09 11:35:00+03:00,,,,2021-07-14 17:43:00+03:00,2021-07-15 15:25:00+03:00,X,10,2021-07-09 11:28:17.701000+03:00,2021-07-09 11:00:42.385000+03:00,2249,8.159653333,14.30265833,1.191905,2.292143333,14.3276,0.2041015521,7.049,5.6,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2399.6,154,105,36.4,64.4,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,2202.2,434,137.2,36.4,2021-07-14 20:34:00+03:00,2021-07-15 12:34:00+03:00,23.8,1703.8,1705.2
2021-07-09 11:35:00+03:00,,,,2021-07-14 17:54:00+03:00,2021-07-15 15:42:00+03:00,Y,11,2021-07-09 11:28:17.701000+03:00,2021-07-09 11:00:42.385000+03:00,2249,8.159653333,14.30265833,1.191905,2.292143333,14.3276,0.2041015521,7.049,5.6,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2399.6,154,105,36.4,65.8,317.8,261.8,243.6,0.252,0.322,3.696,11.788,15.484,64.4,2202.2,434,137.2,36.4,2021-07-14 20:48:00+03:00,2021-07-15 12:48:00+03:00,23.8,1703.8,1705.2
2021-07-09 11:35:00+03:00,,,,2021-07-14 17:47:00+03:00,2021-07-15 15:22:00+03:00,Y,10,2021-07-09 11:28:17.701000+03:00,2021-07-09 11:00:42.385000+03:00,2249,8.159653333,14.30265833,1.191905,2.292143333,14.3276,0.2041015521,7.049,5.6,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2399.6,154,105,36.4,65.8,317.8,261.8,243.6,0.252,0.322,3.696,11.788,15.484,64.4,2202.2,434,137.2,36.4,2021-07-14 20:34:30+03:00,2021-07-15 12:34:30+03:00,23.8,1703.8,1705.2
2021-07-09 12:06:00+03:00,,,,2021-07-11 15:36:00+03:00,2021-07-13 01:43:00+03:00,Y,2,2021-07-09 11:28:17.701000+03:00,2021-07-09 11:00:42.385000+03:00,2249,8.159653333,14.30265833,1.191905,2.292143333,14.3276,0.2041015521,7.049,5.6,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,,,,,65.8,317.8,261.8,243.6,0.252,0.322,3.696,11.788,15.484,64.4,,,,,2021-07-12 00:39:30+03:00,2021-07-12 16:39:30+03:00,23.8,1701,1701
2021-07-09 12:06:00+03:00,,,,2021-07-11 15:29:00+03:00,2021-07-13 02:08:00+03:00,Y,2,2021-07-09 11:28:17.701000+03:00,2021-07-09 11:00:42.385000+03:00,2249,8.159653333,14.30265833,1.191905,2.292143333,14.3276,0.2041015521,7.049,5.6,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,,,,,65.8,317.8,261.8,243.6,0.252,0.322,3.696,11.788,15.484,64.4,,,,,2021-07-12 00:48:30+03:00,2021-07-12 16:48:30+03:00,23.8,1701,1701
2021-07-09 12:06:00+03:00,,,,2021-07-11 15:37:00+03:00,2021-07-13 01:44:00+03:00,Y,10,2021-07-09 11:28:17.701000+03:00,2021-07-09 11:00:42.385000+03:00,2249,8.159653333,14.30265833,1.191905,2.292143333,14.3276,0.2041015521,7.049,5.6,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,,,,,65.8,317.8,261.8,243.6,0.252,0.322,3.696,11.788,15.484,64.4,,,,,2021-07-12 00:40:30+03:00,2021-07-12 16:40:30+03:00,23.8,1701,1701
2021-07-09 12:06:00+03:00,,,,2021-07-14 17:45:00+03:00,2021-07-15 15:21:00+03:00,Y,2,2021-07-09 11:28:17.701000+03:00,2021-07-09 11:00:42.385000+03:00,2249,8.159653333,14.30265833,1.191905,2.292143333,14.3276,0.2041015521,7.049,5.6,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2399.6,154,105,36.4,65.8,317.8,261.8,243.6,0.252,0.322,3.696,11.788,15.484,64.4,2202.2,434,137.2,36.4,2021-07-14 20:33:00+03:00,2021-07-15 12:33:00+03:00,23.8,1703.8,1705.2
2021-07-09 12:06:00+03:00,,,,2021-07-14 17:44:00+03:00,2021-07-15 15:20:00+03:00,Y,2,2021-07-09 11:28:17.701000+03:00,2021-07-09 11:00:42.385000+03:00,2249,8.159653333,14.30265833,1.191905,2.292143333,14.3276,0.2041015521,7.049,5.6,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,2399.6,154,105,36.4,65.8,317.8,261.8,243.6,0.252,0.322,3.696,11.788,15.484,64.4,2202.2,434,137.2,36.4,2021-07-14 20:32:00+03:00,2021-07-15 12:32:00+03:00,23.8,1703.8,1705.2
2021-07-09 12:37:00+03:00,,,,2021-07-11 15:40:00+03:00,2021-07-12 13:36:00+03:00,X,10,2021-07-09 12:04:03.073000+03:00,2021-07-09 11:36:17.776000+03:00,2250,8.25132,14.30271333,1.191868333,2.383901667,14.126,0.3009502366,6.846,5.3928,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,,,,,70,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,,,,,2021-07-11 18:38:00+03:00,2021-07-12 10:38:00+03:00,23.8,1702.4,1702.4
2021-07-09 12:37:00+03:00,,,,2021-07-11 15:35:00+03:00,2021-07-12 13:35:00+03:00,Y,2,2021-07-09 12:04:03.073000+03:00,2021-07-09 11:36:17.776000+03:00,2250,8.25132,14.30271333,1.191868333,2.383901667,14.126,0.3009502366,6.846,5.3928,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,,,,,65.8,317.8,261.8,243.6,0.252,0.322,3.696,11.788,15.484,64.4,,,,,2021-07-11 18:35:00+03:00,2021-07-12 10:35:00+03:00,23.8,1701,1703.8
2021-07-09 12:37:00+03:00,,,,2021-07-11 15:32:00+03:00,2021-07-13 01:42:00+03:00,X,2,2021-07-09 12:04:03.073000+03:00,2021-07-09 11:36:17.776000+03:00,2250,8.25132,14.30271333,1.191868333,2.383901667,14.126,0.3009502366,6.846,5.3928,0,30.8,109.2,15.12,78.4,49.84,2525.6,43.4,875,424.2,281.4,142.8,95.2,172.2,62.608,12.18,39.97,,,,,70,317.8,261.8,245,0.252,0.322,4.004,11.718,15.722,64.4,,,,,2021-07-12 00:37:00+03:00,2021-07-12 16:37:00+03:00,23.8,1699.6,1703.8
